A,AtletaID,CA,CV,ClubeID,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,Jogos,PE,PP,Participou,Pontos,PontosMedia,Posicao,Preco,PrecoVariacao,RB,Rodada,SG,Status,ano,avg.A,avg.A.l05,avg.CA,avg.CV.l05,avg.DD,avg.DD.l05,avg.DP,avg.DP.l05,avg.FC,avg.FC.l05,avg.FD,avg.FD.l05,avg.FF,avg.FF.l05,avg.FS,avg.FS.l05,avg.FT,avg.FT.l05,avg.G,avg.G.l05,avg.GC,avg.GC.l05,avg.GS,avg.GS.l05,avg.I,avg.I.l05,avg.PE,avg.PE.l05,avg.PP,avg.PP.l05,avg.Points,avg.RB,avg.RB.l05,avg.SG,avg.SG.l05,avg.last05,away.score.x,dia,home.attack,home.defend,home.score.x,mes,pred.away.score,pred.home.score,risk_points,variable,Target_varPreco,Target_Pontos
0.0,87225,0.0,0.0,Corinthians,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,True,13.5,4.55,zag,9.8,2.57,3.0,15.0,1.0,Provável,2017,0.0,0.0,0.029126213592233,0.0,0.0,0.0,0.0,0.0,0.087378640776699,0.0,0.0388349514563107,0.4,0.0194174757281553,0.2,0.106796116504854,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.330097087378641,0.8,0.0,0.0,0.621359223300971,0.135922330097087,0.6,0.0970873786407767,0.4,3.52,0.0,19.0,0.0,0.0,0.0,7.0,0.0,0.0,4.43576374483583,away.team,-0.43,8.0
0.0,87225,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,True,8.0,4.93,zag,9.37,-0.43,2.0,16.0,1.0,Provável,2017,0.0,0.0,0.0288461538461538,0.0,0.0,0.0,0.0,0.0,0.0961538461538462,0.2,0.0384615384615385,0.4,0.0288461538461538,0.4,0.105769230769231,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34615384615384603,1.2,0.0,0.0,0.6923076923076921,0.153846153846154,1.0,0.105769230769231,0.6,5.12,1.0,23.0,0.0,0.0,0.0,7.0,0.0,0.0,4.79031430191288,away.team,-1.4,0.0
0.0,87225,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,True,0.0,4.44,zag,7.97,-1.4,0.0,17.0,0.0,Provável,2017,0.0,0.0,0.0285714285714286,0.0,0.0,0.0,0.0,0.0,0.104761904761905,0.4,0.0380952380952381,0.4,0.0285714285714286,0.4,0.11428571428571402,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34285714285714297,1.2,0.0,0.0,0.6857142857142859,0.152380952380952,1.0,0.104761904761905,0.6,5.12,1.0,30.0,0.0,0.0,1.0,7.0,0.0,0.0,4.79031430191288,home.team,1.26,6.2
0.0,87225,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,True,6.2,4.6,zag,9.23,1.26,1.0,18.0,1.0,Provável,2017,0.0,0.0,0.0283018867924528,0.0,0.0,0.0,0.0,0.0,0.11320754716981098,0.6,0.0377358490566038,0.4,0.0283018867924528,0.4,0.11320754716981098,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339622641509434,1.2,0.0,0.0,0.737735849056604,0.160377358490566,1.2,0.11320754716981098,0.6,5.36,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,4.8232768943945095,away.team,0.38,8.0
0.0,87225,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,True,8.0,4.88,zag,9.61,0.38,0.0,19.0,0.0,Nulo,2017,0.0,0.0,0.0280373831775701,0.0,0.0,0.0,0.0,0.0,0.11214953271027997,0.6,0.0373831775700935,0.4,0.0280373831775701,0.4,0.11214953271027997,0.6,0.0,0.0,0.009345794392523359,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.33644859813084105,0.6,0.0,0.0,0.805607476635514,0.15887850467289702,1.2,0.11214953271027997,0.6,7.14,1.0,5.0,0.0,0.0,3.0,8.0,0.0,0.0,4.90006802673868,home.team,0.0,0.0
0.0,87225,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,True,6.7,5.02,zag,9.46,-0.15,3.0,21.0,0.0,Provável,2017,0.0,0.0,0.0275229357798165,0.0,0.0,0.0,0.0,0.0,0.110091743119266,0.4,0.036697247706422007,0.0,0.036697247706422007,0.2,0.13761467889908302,0.8,0.0,0.0,0.009174311926605509,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.34862385321100897,0.4,0.0,0.0,0.8522935779816508,0.18348623853211,0.8,0.110091743119266,0.2,4.18,1.0,19.0,0.0,0.0,0.0,8.0,0.0,0.0,4.751198679163911,home.team,-0.76,-0.9
0.0,87225,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,True,1.6,4.68,zag,8.75,-0.37,1.0,27.0,0.0,Nulo,2017,0.0,0.0,0.0260869565217391,0.0,0.0,0.0,0.0,0.0,0.121739130434783,0.2,0.0347826086956522,0.0,0.0347826086956522,0.0,0.156521739130435,0.4,0.0,0.0,0.00869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34782608695652195,0.4,0.0,0.0,0.851304347826087,0.2,0.2,0.104347826086957,0.0,0.32,1.0,11.0,0.0,0.0,3.0,10.0,0.0,0.0,3.23812359931557,home.team,0.19,3.1
0.0,87225,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,True,3.1,4.58,zag,8.94,0.19,2.0,28.0,0.0,Provável,2017,0.0,0.0,0.0258620689655172,0.0,0.0,0.0,0.0,0.0,0.120689655172414,0.2,0.0344827586206897,0.0,0.0344827586206897,0.0,0.155172413793103,0.4,0.0,0.0,0.00862068965517241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353448275862069,0.6,0.0,0.0,0.870689655172414,0.21551724137931,0.6,0.103448275862069,0.0,0.94,0.0,15.0,0.0,0.0,2.0,10.0,0.0,0.0,2.99325166926464,away.team,0.85,4.4
0.0,87225,0.0,0.0,Corinthians,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,True,6.3,4.68,zag,9.49,0.55,1.0,29.0,1.0,Dúvida,2017,0.0,0.0,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.136752136752137,0.6,0.0341880341880342,0.0,0.0427350427350427,0.2,0.16239316239316198,0.6,0.0,0.0,0.00854700854700855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367521367521368,1.0,0.0,0.0,0.9170940170940172,0.222222222222222,0.8,0.111111111111111,0.2,2.2,0.0,18.0,0.0,0.0,0.0,10.0,0.0,0.0,2.66226720422024,home.team,-0.9,-0.8
0.0,87225,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,True,4.8,4.39,zag,9.1,0.68,3.0,37.0,0.0,Dúvida,2017,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.136,0.2,0.032,0.0,0.04,0.0,0.168,0.4,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.2,0.0,0.0,0.9256,0.248,0.6,0.104,0.0,1.06,2.0,26.0,0.0,0.0,2.0,11.0,0.0,0.0,2.36915362289761,home.team,0.45,7.3
0.0,87225,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,True,7.3,4.53,zag,9.55,0.45,4.0,38.0,0.0,Provável,2017,0.0,0.0,0.0238095238095238,0.0,0.0,0.0,0.0,0.0,0.14285714285714302,0.4,0.0317460317460317,0.0,0.0396825396825397,0.0,0.18253968253968306,0.8,0.0,0.0,0.007936507936507941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3571428571428571,0.2,0.0,0.0,0.976190476190476,0.277777777777778,1.4,0.103174603174603,0.0,2.52,0.0,3.0,0.4115061053829029,-0.0436674668429268,1.0,12.0,1.45388667486497,0.9319066459444608,2.9340908112887205,away.team,0.0,0.0
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,True,3.2,4.47,lat,7.47,-0.31,0.0,4.0,1.0,Provável,2017,0.00833333333333333,0.2,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0166666666666667,0.0,0.0583333333333333,0.0,0.24166666666666695,1.0,0.0,0.0,0.00833333333333333,0.0,0.0,0.0,0.0,0.0,0.00833333333333333,0.2,0.575,3.2,0.0,0.0,0.8966666666666671,0.266666666666667,0.2,0.1,0.6,3.58,0.0,3.0,0.0,0.0,2.0,6.0,0.0,0.0,3.82308775729776,home.team,0.56,4.6
1.0,87228,0.0,0.0,Corinthians,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,True,4.6,4.5,lat,8.03,0.56,1.0,5.0,0.0,Provável,2017,0.0165289256198347,0.4,0.0330578512396694,0.0,0.0,0.0,0.0,0.0,0.22314049586776896,1.0,0.0165289256198347,0.0,0.0578512396694215,0.0,0.24793388429752106,1.2,0.0,0.0,0.008264462809917359,0.0,0.0,0.0,0.0,0.0,0.0165289256198347,0.4,0.586776859504132,3.6,0.0,0.0,0.927272727272727,0.272727272727273,0.4,0.0991735537190083,0.6,4.5,5.0,7.0,0.0,0.0,2.0,6.0,0.0,0.0,3.68456238921259,away.team,-1.05,-0.9
0.0,87228,1.0,0.0,Corinthians,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,True,-0.9,3.6,lat,6.98,-1.05,1.0,6.0,0.0,Provável,2017,0.0163934426229508,0.4,0.040983606557377,0.0,0.0,0.0,0.0,0.0,0.23770491803278695,1.4,0.0163934426229508,0.0,0.0573770491803279,0.0,0.262295081967213,1.6,0.0,0.0,0.008196721311475409,0.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.4,0.5983606557377049,4.0,0.0,0.0,0.912295081967213,0.278688524590164,0.6,0.0983606557377049,0.6,4.38,2.0,11.0,0.0,0.0,3.0,6.0,0.0,0.0,3.90247784533536,home.team,1.83,8.1
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,True,8.1,4.24,lat,8.81,1.83,1.0,7.0,1.0,Provável,2017,0.016260162601626,0.4,0.040650406504065005,0.0,0.0,0.0,0.0,0.0,0.235772357723577,1.2,0.024390243902439,0.2,0.0569105691056911,0.0,0.27642276422764195,1.8,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.016260162601626,0.4,0.609756097560976,4.2,0.0,0.0,0.970731707317073,0.284552845528455,0.8,0.105691056910569,0.8,5.08,0.0,14.0,0.0,0.0,1.0,6.0,0.0,0.0,4.03655518701005,home.team,-0.07,5.2
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,True,5.2,4.36,lat,8.74,-0.07,0.0,8.0,1.0,Provável,2017,0.0161290322580645,0.2,0.0403225806451613,0.0,0.0,0.0,0.0,0.0,0.233870967741935,1.2,0.0241935483870968,0.2,0.0564516129032258,0.0,0.2822580645161289,1.4,0.0,0.0,0.00806451612903226,0.0,0.0,0.0,0.0,0.0,0.0161290322580645,0.2,0.6129032258064521,2.6,0.0,0.0,1.00483870967742,0.2822580645161289,0.6,0.112903225806452,0.6,4.04,0.0,18.0,0.0,0.0,0.0,6.0,0.0,0.0,3.96142510832767,away.team,0.2,4.8
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0,True,4.8,4.41,lat,8.94,0.2,1.0,9.0,1.0,Provável,2017,0.016,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.24,1.2,0.024,0.2,0.056,0.0,0.28,1.2,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.024,0.4,0.632,2.0,0.0,0.0,1.0352,0.28800000000000003,0.8,0.12,0.6,4.36,0.0,22.0,0.0,0.0,3.0,6.0,0.0,0.0,3.64693173929964,home.team,0.52,6.0
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,True,6.0,4.57,lat,9.46,0.52,1.0,10.0,1.0,Provável,2017,0.0158730158730159,0.0,0.0396825396825397,0.0,0.0,0.0,0.0,0.0,0.23809523809523805,0.6,0.0238095238095238,0.2,0.0555555555555556,0.0,0.28571428571428603,1.2,0.0,0.0,0.007936507936507941,0.0,0.0,0.0,0.0,0.0,0.0238095238095238,0.2,0.6587301587301589,2.4,0.0,0.0,1.07460317460317,0.293650793650794,0.8,0.126984126984127,0.8,4.64,1.0,25.0,0.0,0.0,0.0,6.0,0.0,0.0,3.40687213992216,away.team,-0.23,3.6
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,True,3.6,4.48,lat,9.23,-0.23,0.0,11.0,1.0,Provável,2017,0.015748031496063,0.0,0.0393700787401575,0.0,0.0,0.0,0.0,0.0,0.23622047244094505,0.2,0.0236220472440945,0.2,0.0551181102362205,0.0,0.299212598425197,1.2,0.0,0.0,0.0078740157480315,0.0,0.0,0.0,0.0,0.0,0.0236220472440945,0.2,0.716535433070866,3.6,0.0,0.0,1.09448818897638,0.2913385826771649,0.6,0.133858267716535,1.0,5.54,0.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,2.9844783649929703,home.team,-0.22,1.9
0.0,87228,1.0,0.0,Corinthians,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,True,1.9,4.26,lat,9.01,-0.22,0.0,12.0,1.0,Provável,2017,0.015625,0.0,0.046875,0.0,0.0,0.0,0.0,0.0,0.2421875,0.4,0.0234375,0.0,0.0546875,0.0,0.296875,0.8,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0234375,0.2,0.7265625,3.6,0.0,0.0,1.10078125,0.2890625,0.4,0.140625,1.0,4.3,0.0,8.0,0.0,0.0,2.0,7.0,0.0,0.0,3.13880727524184,home.team,1.99,11.6
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,True,8.1,5.05,lat,10.61,-0.39,0.0,15.0,1.0,Provável,2017,0.0152671755725191,0.0,0.0534351145038168,0.0,0.0,0.0,0.0,0.0,0.244274809160305,0.4,0.0305343511450382,0.2,0.0610687022900763,0.2,0.32824427480916,1.4,0.0,0.0,0.0152671755725191,0.2,0.0,0.0,0.0,0.0,0.0305343511450382,0.2,0.7404580152671759,2.8,0.0,0.0,1.22595419847328,0.290076335877863,0.2,0.152671755725191,0.8,5.04,0.0,19.0,0.0,0.0,0.0,7.0,0.0,0.0,3.87275382928249,away.team,-0.11,5.6
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,True,5.6,5.09,lat,10.5,-0.11,1.0,16.0,1.0,Provável,2017,0.0151515151515152,0.0,0.053030303030303,0.0,0.0,0.0,0.0,0.0,0.25,0.6,0.0303030303030303,0.2,0.0606060606060606,0.2,0.325757575757576,1.0,0.0,0.0,0.0151515151515152,0.2,0.0,0.0,0.0,0.0,0.0303030303030303,0.2,0.75,1.6,0.0,0.0,1.25909090909091,0.29545454545454497,0.4,0.15909090909090898,0.8,5.44,1.0,23.0,0.0,0.0,0.0,7.0,0.0,0.0,3.30637431503318,away.team,-1.11,-0.2
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,True,-0.2,4.76,lat,9.39,-1.11,0.0,17.0,0.0,Provável,2017,0.0150375939849624,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.255639097744361,0.6,0.0300751879699248,0.2,0.0676691729323308,0.4,0.330827067669173,1.2,0.0,0.0,0.0150375939849624,0.2,0.0,0.0,0.0,0.0,0.0300751879699248,0.2,0.766917293233083,1.8,0.0,0.0,1.2481203007518795,0.293233082706767,0.4,0.157894736842105,0.6,5.02,1.0,30.0,0.0,0.0,1.0,7.0,0.0,0.0,3.6065372743271498,home.team,0.88,4.0
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,True,4.0,4.72,lat,10.27,0.88,0.0,18.0,1.0,Provável,2017,0.0149253731343284,0.0,0.0522388059701493,0.0,0.0,0.0,0.0,0.0,0.253731343283582,0.4,0.0298507462686567,0.2,0.0671641791044776,0.4,0.335820895522388,1.2,0.0,0.0,0.0149253731343284,0.0,0.0,0.0,0.0,0.0,0.0298507462686567,0.0,0.798507462686567,2.4,0.0,0.0,1.26865671641791,0.291044776119403,0.2,0.164179104477612,0.6,3.5,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,3.6065372743271498,away.team,0.97,9.5
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,True,4.5,4.66,lat,10.27,0.87,0.0,24.0,1.0,Provável,2017,0.0142857142857143,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.0285714285714286,0.0,0.0714285714285714,0.2,0.35,0.4,0.0,0.0,0.0214285714285714,0.0,0.0,0.0,0.0,0.0,0.0285714285714286,0.0,0.857142857142857,1.8,0.0,0.0,1.30714285714286,0.28571428571428603,0.0,0.16428571428571398,0.2,0.7,0.0,17.0,0.0,0.0,1.0,9.0,0.0,0.0,3.8222302971490896,home.team,-1.06,-1.2
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,True,2.0,4.53,lat,9.85,-0.42,2.0,25.0,0.0,Provável,2017,0.0141843971631206,0.0,0.049645390070922,0.0,0.0,0.0,0.0,0.0,0.26241134751773,0.6,0.0283687943262411,0.0,0.0709219858156028,0.2,0.354609929078014,0.6,0.0,0.0,0.0212765957446809,0.0,0.0,0.0,0.0,0.0,0.0283687943262411,0.0,0.8723404255319149,2.4,0.0,0.0,1.3120567375886498,0.297872340425532,0.4,0.163120567375887,0.2,1.1,1.0,24.0,0.0,0.0,1.0,9.0,0.0,0.0,3.3889362473922207,away.team,0.72,3.0
0.0,87228,1.0,0.0,Corinthians,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,True,-3.1,4.18,lat,9.03,-0.82,0.0,26.0,0.0,Provável,2017,0.0140845070422535,0.0,0.0563380281690141,0.0,0.0,0.0,0.0,0.0,0.267605633802817,0.8,0.028169014084507005,0.0,0.0704225352112676,0.2,0.35211267605633795,0.4,0.0,0.0,0.0211267605633803,0.0,0.0,0.0,0.0,0.0,0.028169014084507005,0.0,0.880281690140845,1.8,0.0,0.0,1.28098591549296,0.295774647887324,0.4,0.161971830985915,0.2,0.68,1.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,3.5978542988225,away.team,-1.0,-2.8
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,True,-1.3,3.94,lat,9.2,0.17,0.0,27.0,0.0,Provável,2017,0.013986013986014,0.0,0.0559440559440559,0.0,0.0,0.0,0.0,0.0,0.272727272727273,1.0,0.027972027972028,0.0,0.0699300699300699,0.2,0.363636363636364,0.8,0.0,0.0,0.020979020979021,0.0,0.0,0.0,0.0,0.0,0.027972027972028,0.0,0.9160839160839158,3.0,0.0,0.0,1.26293706293706,0.293706293706294,0.4,0.16083916083916105,0.2,0.42,1.0,11.0,0.0,0.0,3.0,10.0,0.0,0.0,3.67399268129677,home.team,0.66,1.4
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,0.0,True,1.4,3.83,lat,9.52,0.32,2.0,28.0,0.0,Provável,2017,0.0138888888888889,0.0,0.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.277777777777778,1.2,0.0277777777777778,0.0,0.0694444444444444,0.2,0.3611111111111111,0.8,0.0,0.0,0.0208333333333333,0.0,0.0,0.0,0.0,0.0,0.0277777777777778,0.0,0.944444444444444,4.0,0.0,0.0,1.26388888888889,0.305555555555556,0.8,0.159722222222222,0.2,0.7,0.0,15.0,0.0,0.0,2.0,10.0,0.0,0.0,3.5646411694119604,away.team,1.27,8.1
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,True,6.4,3.93,lat,10.34,0.82,0.0,29.0,1.0,Provável,2017,0.0137931034482759,0.0,0.0551724137931034,0.0,0.0,0.0,0.0,0.0,0.27586206896551696,1.0,0.0275862068965517,0.0,0.0758620689655172,0.2,0.372413793103448,1.0,0.0,0.0,0.0206896551724138,0.0,0.0,0.0,0.0,0.0,0.0275862068965517,0.0,0.9448275862068968,3.4,0.0,0.0,1.2993103448275902,0.30344827586206896,0.8,0.16551724137931,0.2,1.08,0.0,18.0,0.0,0.0,0.0,10.0,0.0,0.0,2.81955473238043,home.team,-0.04,5.5
1.0,87228,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,True,5.5,3.99,lat,10.3,-0.04,1.0,30.0,0.0,Provável,2017,0.0205479452054795,0.2,0.0547945205479452,0.0,0.0,0.0,0.0,0.0,0.273972602739726,0.6,0.0273972602739726,0.0,0.0753424657534247,0.2,0.3698630136986301,0.8,0.0,0.0,0.0205479452054795,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0,0.965753424657534,3.6,0.0,0.0,1.32808219178082,0.308219178082192,0.6,0.164383561643836,0.2,1.78,1.0,23.0,0.0,0.0,2.0,10.0,0.0,0.0,3.1443776985456298,away.team,-0.63,2.1
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,True,2.1,3.92,lat,9.67,-0.63,1.0,31.0,0.0,Provável,2017,0.0204081632653061,0.2,0.054421768707483,0.0,0.0,0.0,0.0,0.0,0.272108843537415,0.4,0.0272108843537415,0.0,0.0748299319727891,0.2,0.38095238095238093,1.2,0.0,0.0,0.0204081632653061,0.0,0.0,0.0,0.0,0.0,0.0272108843537415,0.0,0.972789115646258,3.6,0.0,0.0,1.33333333333333,0.3129251700680269,0.8,0.163265306122449,0.2,2.82,0.0,29.0,0.0,0.0,1.0,10.0,0.0,0.0,3.02774209968786,away.team,-0.43,-0.6
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,True,-0.6,3.76,lat,9.24,-0.43,0.0,32.0,0.0,Provável,2017,0.0202702702702703,0.2,0.0540540540540541,0.0,0.0,0.0,0.0,0.0,0.27027027027027,0.2,0.027027027027027,0.0,0.0743243243243243,0.2,0.378378378378378,0.8,0.0,0.0,0.0202702702702703,0.0,0.0,0.0,0.0,0.0,0.027027027027027,0.0,0.97972972972973,2.8,0.0,0.0,1.32027027027027,0.310810810810811,0.8,0.162162162162162,0.2,2.96,2.0,5.0,0.0,0.0,3.0,11.0,0.0,0.0,3.07189771241745,home.team,1.77,9.6
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,True,9.6,3.96,lat,11.01,1.77,2.0,33.0,1.0,Provável,2017,0.0201342281879195,0.2,0.0536912751677852,0.0,0.0,0.0,0.0,0.0,0.275167785234899,0.2,0.0335570469798658,0.2,0.0738255033557047,0.2,0.38926174496644295,1.2,0.0,0.0,0.0201342281879195,0.0,0.0,0.0,0.0,0.0,0.0268456375838926,0.0,0.9798657718120808,2.0,0.0,0.0,1.3758389261745,0.322147651006711,0.8,0.16778523489932906,0.4,4.6,1.0,8.0,0.0,0.0,0.0,11.0,0.0,0.0,3.879074918356471,away.team,-1.41,-0.6
1.0,87228,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,True,11.9,4.22,lat,11.48,0.47,1.0,34.0,1.0,Provável,2017,0.0266666666666667,0.4,0.0533333333333333,0.0,0.0,0.0,0.0,0.0,0.27333333333333304,0.2,0.0333333333333333,0.2,0.08,0.2,0.4,1.2,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0266666666666667,0.0,1.00666666666667,2.8,0.0,0.0,1.446,0.326666666666667,1.0,0.17333333333333306,0.4,5.7,0.0,11.0,0.0,0.0,1.0,11.0,0.0,0.0,4.85442524347059,home.team,0.75,3.1
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,0.0,True,-0.9,4.05,lat,9.49,-1.99,0.0,35.0,0.0,Provável,2017,0.0264900662251656,0.2,0.0529801324503311,0.0,0.0,0.0,0.0,0.0,0.271523178807947,0.2,0.033112582781457005,0.2,0.0794701986754967,0.2,0.397350993377483,1.2,0.0,0.0,0.0198675496688742,0.0,0.0,0.0,0.0,0.0,0.0264900662251656,0.0,1.01986754966887,2.6,0.0,0.0,1.43046357615894,0.324503311258278,0.8,0.17218543046357598,0.4,4.42,1.0,15.0,0.0,0.0,3.0,11.0,0.0,0.0,5.03013143190337,home.team,0.65,7.1
0.0,87228,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,True,2.5,4.0,lat,9.97,0.48,1.0,37.0,0.0,Nulo,2017,0.0261437908496732,0.2,0.0522875816993464,0.0,0.0,0.0,0.0,0.0,0.2745098039215689,0.4,0.0326797385620915,0.2,0.0915032679738562,0.6,0.398692810457516,1.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0261437908496732,0.0,1.01960784313725,2.2,0.0,0.0,1.4281045751633998,0.326797385620915,0.8,0.16993464052287602,0.4,4.62,2.0,26.0,0.0,0.0,2.0,11.0,0.0,0.0,4.411210466275421,home.team,-1.34,-1.1
